ID|German_Text|German_StageDir
fa96dc0e||
fa94235c|Anleitung Mächtiger Energiespeicher|
fa8d6d62|Ich muss erstmal wieder zu Kräften kommen.|erhebt sich schwerfällig nach K.O.
fa799af6|Outlaw|
fa79081b||
fa7116ff|Diese Technik stammt noch aus der alten Welt.|
fa670977|Gaah... Wehe es ist nicht wichtig.|in ZS_Talk einleitend falls zuvor AIMode Sleep und keine Important/News/Refuse ("Maaan. weißt du eigentlich wie spät es ist?")
fa6318f0|Überlebenstheorie|
fa5fcae0|Fiona|
fa5adbab|Verbessertes Feuerkriegerschwert der Berserker. Passend für angehende Krieger und Schulmädchen.|
fa544530|Alois, der Statthalter der Kuppelstadt in Abessa, hatte Zeit seines Lebens Kriege ausgefochten und es sah oft nicht so aus, als würde er jemals einen inneren Frieden einkehren lassen.|
fa4e935b|Lass deine PSI Kraft besser stecken.|1. Warnung. Nimm die PSI Kraft runter
fa40a94d|Prügel ihm das Hirn raus!|
fa3c1dff|Mit Mördern will ich nichts zu tun haben.|Mit Mördern rede ich nicht. Für Händler
fa3926f8|Letzte Warnung, raus hier oder du bekommst meine Waffe zu schmecken!|zweite Warnung, wirft Spieler raus (Nicht unbedingt aus einem Haus)
fa317537|Zettel|
fa317536|Zettel|
fa317535|Zettel|
fa317533|Zettel|
fa317532|Zettel|
fa317530|Zettel|
fa26f19a|Das hier ist Privat.|Spieler in meinem Raum, ich bin misstrauisch
fa26f199|Was willst du hier?|Spieler in meinem Raum, ich bin misstrauisch
fa26f198|Suchst du was?|Spieler in meinem Raum, ich bin misstrauisch
fa1b1160|Jetzt mach schon!|Kampfzuschauer, Gegner umkreisen sich
fa1b115f|Kurzer Prozess!|Kampfzuschauer, Gegner umkreisen sich
fa1b115e|Die kann nichts!|Kampfzuschauer, Gegner umkreisen sich
fa1b115d|Keine Angst, die hat nichts drauf!|Kampfzuschauer, Gegner umkreisen sich
fa14a77b||Werde von Starken Schlag getroffen. Im Stumble
fa14a77a||Werde von Starken Schlag getroffen. Im Stumble
fa14a779||Werde von Starken Schlag getroffen. Im Stumble
fa14a778||Werde von Starken Schlag getroffen. Im Stumble
fa14a777||Werde von Starken Schlag getroffen. Im Stumble
fa106ca6|Fanatiker|
fa054dc9|Sehr effektiv gegen Gegnergruppen.|
f9f9745e|Sie kann in der richtigen Anwendung eine besonders starke heilende Wirkung entfalten.|
f9f9745d|Sie kann in der richtigen Anwendung eine besonders starke heilende Wirkung entfalten.|
f9f09f6a|In Deckung!|NPC wirft Handgranate (Der Werfer ruft)
f9d4639a|RUNTER damit, letzte Warnung!|Zweite Warnung: Spieler soll Waffe wegstecken, verärgert
f9cfff95|Die Ratte entkommt uns nicht!|Ich helfe dem Verfolger eines Kriminellen (zb. spieler rennt davon und wache greift ein obwohl sie nichts gesehen hat)
f9be5135|Voll auf die fresse!|
f9b2968e|Vorsichtig!|Freund, Feigling oder Kampfzuschauer wurde getroffen
f99d5bd1|Ksch Ksch|erste Warnung, Feigling wird von Monster bedroht
f996dc44|Wer nicht hören will, muss fühlen!|Spieler hat nicht auf Warnung gehört, wird angegriffen
f98a3389|Zu mir!|NPC ruft nach Hilfe (Coward ruft nach Hilfe weil er nicht angreifen kann)
f987e4ef|Das wars.|Feind wurde getötet. Nach dem Kampf. (NPC und Mpnster)
f987e4ee|Guter Kampf!|Feind wurde getötet. Nach dem Kampf. (NPC und Monster)
f987e4ed|So muss das sein.|Feind wurde getötet. Nach dem Kampf. (NPC und Monster)
f97a51fb|Neue Erkenntnisse|
f967e5e3|Ich muss mich mit der Aufgabe von Anna beeilen, denn ansonsten könnte es passieren, dass die Roboter hier im Hort Amok laufen.|
f965bde7|Hhhhuua... Jetzt nicht mami.|in StartSayRefuseTalk bei AIMode Sleep
f96233b3|Kontrollprotokoll|
f961c49b|Grisus Truhe|
f95e988c|Bluttransfer|
f95e0cfd|Auf kurze Distanz eine höchst effektive Waffe gegen hitzeempfindliche Gegner.|
f9591e50|Radio|
f9591e4f|Radio|
f9591e4e|Radio|
f9591e4d|Radio|
f9591e4c|Radio|
f9591e4b|Radio|
f9591e4a|Radio|
f9591e49|Radio|
f9591e48|Radio|
f954c86a|Der Krieg fand eine Ende, jedoch sollte eine noch größere Auseinandersetzung in Magalan folgen. Und jeder, der ein Teil davon war, schrieb seine eigene Geschichte.|
f94ac3e2|Verstecktes Aufnahmegerät|
f949347e|Du schleppst ja fast nur Schrott mit dir herum!|
f944f99a|Bildwiederholrate|
f9413a86|Ein Steckbrief, der zur Wachsamkeit aufruft.|
f935cd72|Hastig geschriebener Bericht|
f932d786|Einfg|
f930f6b8|Eli wird schon bald suggestiert werden, wenn niemand etwas unternimmt.|
f929a57e|Du hast doch schon eine Menge Leute dabei, ich werde erstmal hier bleiben.|via Infosystem bei versuchtem JoinPlayerParty, was aber nicht mgl. weil Party bereits voll.
f92686ee|Überlegenes Zepter der Kleriker. Effizient gegen Uneinsichtige. Stasiserweiterung.|
f924e4df|Schieß endlich!|
f9226956|Anleitung|
f921b261|Den Mist kannst dir sparen.|Spieler macht Unfug (z.B. Tier schlagen, Freund einfrieren)
f921b260|Jetzt lass den Scheiß.|Spieler macht Unfug (z.B. Tier schlagen, Freund einfrieren)
f921b25f|Was soll das?|Spieler macht Unfug (z.B. Tier schlagen, Freund einfrieren)
f91fa1f1||Angriffsgeräusche. Schnaufen, Ächzen etc. Schwere Attacke
f91fa1f0||Angriffsgeräusche. Schnaufen, Ächzen etc. Schwere Attacke
f91fa1ef||Angriffsgeräusche. Schnaufen, Ächzen etc. Schwere Attacke
f91fa1ee||Angriffsgeräusche. Schnaufen, Ächzen etc. Schwere Attacke
f91fa1ed||Angriffsgeräusche. Schnaufen, Ächzen etc. Schwere Attacke
f9162a3a|Das war's.|Feind wurde getötet. Nach dem Kampf. (NPC und Mpnster)
f9162a39|Tja... Das wars dann wohl.|Feind wurde getötet. Nach dem Kampf. (NPC und Monster)
f9162a38|Gut gekämpft.|Feind wurde getötet. Nach dem Kampf. (NPC und Monster)
f90ec4d1|Kampfmaschine der Kleriker|
f90ec4d0|Kampfmaschine der Kleriker|
f90ec4cf|Kampfmaschine der Kleriker|
f90048da|Jetzt reichts mir!|Spieler hat mich geschlagen, ich greife an
f8f884a0|Zepter III|
f8f8849f|Zepter II|
f8f8849e|Zepter I|
f8edfc4a|Reisender Händler|
f8eb7f45|Das Zeug gehört jetzt mir!|
f8d50233|Tuckers Mum|
f8d43a25|Du hast es so gewollt.|Spieler hat nicht auf Warnung gehört, wird angegriffen
f8cd02a0|In dieses Zepter der Kleriker kann man einen zusätzlichen Stein einsetzen.|
f8cc9e2c|Lass deine Technik lieber stecken, sonst passiert noch jemanden etwas.|NPC kommentiert wenn der Player Technik innerhalb einer Stadt benutzt (Jetpack, Adjutor) und er keine Technik mag.
f8c83431||Angriffsgeräusche. Schnaufen, Ächzen etc. Schwere Attacke
f8c83430||Angriffsgeräusche. Schnaufen, Ächzen etc. Schwere Attacke
f8c8342f||Angriffsgeräusche. Schnaufen, Ächzen etc. Schwere Attacke
f8c8342e||Angriffsgeräusche. Schnaufen, Ächzen etc. Schwere Attacke
f8c8342d||Angriffsgeräusche. Schnaufen, Ächzen etc. Schwere Attacke
f8bcb555|Der Alb-Commander, den der Volksmund die Bestie von Xacor nennt, soll durch meine Mitarbeit mit allen Mitteln an der Ausführung seiner Mission in Edan gehindert werden.\r\nIch verpflichte mich, alles mir mögliche dafür zu tun.\r\nRay, Outlaw Tavars\r\n(Notiz an mich selbst: Das Zauberwort für den Gegenzauber für die Verwandlung vom Menschen in einen Schakal ist: ORION)|
f8b60990|Dafür würden viele bestimmt so einiges geben.|
f8abbab7|Tarek|
f8a77530|Outlaw|
f8a7752e|Outlaw|
f8a7752c|Outlaw|
f89c2def|verboten|
f88ee0a4|Da drüben!|sichtet Monster, greift an
f87e37cf||
f876a016|Aufzeichnungen des Überfallkommandos|
f876a015|Werbebroschüre|
f876a014|Inventurbericht|
f873b4d3|Ich habe das Tagebuch von einer gewissen Katta gefunden. Sie scheint nicht mehr in Goliet sondern auf einer Insel im Süden zu leben.|
f872c7b0|Granate!|NPC wirft Handgranate (Der Werfer ruft)
f872ae2e|Vertrag|
f8618676||ich werde bewusstlos durch einen Treffer
f861590c||ich sterbe durch einen Treffer
f8515952||
f84cc642|Hoch|
f84c6541|Gefährten|
f844b831|Lange Zeit die rituelle Waffe für öffentliche Hinrichtungen. Nach der 1.000. Exekution richtete sich ihr Träger mit eben jener Waffe selbst. Seither diente sie als Ausstellungsstück.|
f837b267|Mit dieser ID Karte habe ich freien Zutritt zur Kuppelstadt in Abessa. |
f8352507|Rat hat herausgefunden, warum Chloe keinen Tribut an den Duke zahlen kann. Blake ist dafür verantwortlich. Er erpresst Schutzgeld von Chloe. Rat möchte, dass ich mich bei Blake in der Bude umsehe. Vielleicht finde ich ja die Splitter oder zumindest einen Hinweis. Wenn ich nichts dergleichen finde, soll ich etwas Belastendes finden. Zur Not könnte man Blake auch erpressen. |
f8324e27|Uraltes Tagebuch|
f824c55c||
f822ed6e|Der Unterhändler|
f82299d0|In Deckung!|NPC wirft Handgranate (Der Werfer ruft)
f82127cf|Hau ab.|Ich bin sauer und will nicht mit dir reden
f81f971d|Mögliche Alb-Position|
f81f971c|Mögliche Alb-Position|
f81f971b|Mögliche Alb-Position|
f81f6698|Tu nichts unüberlegtes, ja?|erste Warnung, Feigling wird bedroht
f81923c4|Outlaw|
f81923c3|Outlaw|
f81923c2|Outlaw|
f81923c1|Outlaw|
f81923c0|Outlaw|
f81923bf|Outlaw|
f81923be|Outlaw|
f81923bd|Outlaw|
f81923bc|Outlaw|
f8164285|Damit kann man einen Stim herstellen, der eine Zeit lang schnellere Reflexe bewirkt.|
f80e2012|Überlegene Zwinge der Outlaws. Fast zuverlässiger Schutz... Fast.|
f80ce5d2|Der große Lauschangriff, jetzt auch im Taschenformat.|
f808edba|Hammer|
f805e66b|Rat will, dass ich Blake berichte, dass sein Bodyguard tot ist.|
f802b789|In dieses verbesserte Kettenschwert der Outlaws kann man zusätzlich einen Stein einsetzen.|
f8016fdc|Jetzt reicht es mir!|Ärgernis wird angegriffen, Na Warte!
f80154a6|Du gehst besser!|erste Warnung, vertreibt Einringling, open air (Nicht in einer AIZone)
f80129d1|Bekehrer|
f7fa0853|In diesen Fäustel kann man einen zusätzlichen Stein einsetzen.|
f7f4dbc6|Auf dem Zettel sind Informationen zu einer Mission der Krallen enthalten.|
f7f12c2c|Drohnenkontrolle|
f7e5254e|Das Maul zu voll genommen|
f7e11351|Das wars! Noch eine Warnung gibt's nicht!|Spieler hat nicht auf Warnung gehört, wird angegriffen
f7dd52d9|Uaahhh... Ich hör doch Schritte...|Schlafender NPC wechselt in Observe oder Threaten und sagt dann einleitend diese SVM (z.B. verschlafen "Ehh ... wer ist denn da.", "War da was?").
f7da36a0|Hey! Du wirst hier als Verbrecher gesucht. Melde dich umgehend bei William, wenn du nicht noch mehr Ärger willst.|
f7da0893|Hey! Du wirst hier als Verbrecher gesucht. Melde dich umgehend bei Reinhold, wenn du nicht noch mehr Ärger willst.|
f7d9f71f|Hey! Du wirst hier als Verbrecher gesucht. Melde dich umgehend bei Ragnar, wenn du nicht noch mehr Ärger willst.|
f7d9e5dd|Hey! Du wirst hier als Verbrecher gesucht. Melde dich umgehend bei Alois, wenn du nicht noch mehr Ärger willst.|
f7d08977|Verdammtes Mistvieh. Hau ab!|zweite Reaktion, Feigling wird von Monster bedroht
f7ccb0db|(Kompromittierende Aufnahme deponieren)|
f7ccb0da|(Elex für die Krallen deponieren)|
f7ccb0d9|(Mad Bob's Bunkerschlüssel deponieren)|
f7ccb0d8|(Forschungsunterlagen der Kleriker deponieren)|
f7ccb0d7|(Kampfkolossblaupause deponieren)|
f7ccb0bf|(Geklaute Vorräte deponieren)|
f7ccb0be|Vergiss es, ich bezahle nicht. (Verhandeln)|
f7ccb0bd|Ich habe nicht genug Splitter. (Lüge)|
f7ccb0bc|Gain Access to Thiefguild Area (Not joining)|
f7ccb0bb|Gain Access to KLECity Area|
f7ccb0ba|Gain Access to ABECity Area|
f7ccb0b9|Set permission to access area|
f7ccb0b8|Die Outlaws sind gute Menschen und du bist ein Freund von ihnen. (Suggestieren)|
f7ccb0b7|Calaan existiert nicht. Dein Gott ist eine Lüge! (Suggestieren)|
f7c84e9e||
f7c84b36||
f7bada55|Lederhaut|
f7ae53fb|Aufzeichnung eines sehr alten Gesprächs.|
f79f40b4||Ich pariere. Schnaufen etc
f79f40b3||Ich pariere. Schnaufen etc
f79f40b2||Ich pariere. Schnaufen etc
f79f40b1||Ich pariere. Schnaufen etc
f79f40b0||Ich pariere. Schnaufen etc
f76be8d1||
f76ad793|Sehr altes Tagebuch|
f764e4d5|Goliet|
f76173c8|Jaaa!|Kampfzuschauer, Favorit greift an
f76173c7|Jetzt aber richtig!|Kampfzuschauer, Favorit greift an
f76173c6|Ich will Blut sehen!|Kampfzuschauer, Favorit greift an
f76173c5|Jetzt will ich aber auch was sehen!|Kampfzuschauer, Favorit greift an
f75f7fd8|Erlösung|
f75b1cf9|Er wurde post mortem abgetrennt.|
f756f8b3|Der Big Bang|
f752aa6e|Den kriegen wir!|Ich helfe dem Verfolger eines Kriminellen (zb. spieler rennt davon und wache greift ein obwohl sie nichts gesehen hat)
f73ac275|Zurück nach Hause|
f7347928|Südpass|
f721c7b1|Missionsnotizen eines Legaten in Tavar.|
f71108ea|Noch so ein Biest!|sichtet Monster, greift an
f704d8d8|Kann mit geeigneten Waffen oder dem Adjutor kombiniert werden.|
f700741f|Hirnkleber|
f6ff9fc9|Der Krieg fand eine Ende, jedoch sollte eine noch größere Auseinandersetzung in Magalan folgen. Und jeder, der ein Teil davon war, schrieb seine eigene Geschichte.|
f6fa0f5b|Alternative Verteidigung|
f6edcc53|Suggestorwache getötet|
f6e76036|Das Vieh hat dir ordentlich zugesetzt!|Sieger in einem Kampf gegen ein Monster hat mit weniger als 50% Lebenspunkten (Ist verwundet) den Kampf gewonnen und ich kommentiuere den Kampf.
f6e76035|Das hat Spuren hinterlassen.|Sieger in einem Kampf gegen ein Monster hat mit weniger als 50% Lebenspunkten (Ist verwundet) den Kampf gewonnen und ich kommentiuere den Kampf.
f6e76034|Das war ein harter Kampf.|Sieger in einem Kampf gegen ein Monster hat mit weniger als 50% Lebenspunkten (Ist verwundet) den Kampf gewonnen und ich kommentiuere den Kampf.
f6e73ea9|Steinklaue|
f6db83dd|Da bist du ja.|Da bin ich wieder. NPC Schließt sich wieder der PlayerParty an
f6cfd153|Klerikerin|
f6c9f63e|Befehlsschreiben|
f6c0db0a|Schon wieder so ein Mistvieh!|sichtet Monster, greift an
f6bacd16|Erich getötet|
f6aae895|Reflektor-Fäustel I|
f6a968eb|Ich glaube kaum dass du hier etwas verloren hast.|Spieler in meinem Raum, ich bin misstrauisch
f6a968ea|Was suchst du hier?|Spieler in meinem Raum, ich bin misstrauisch
f6a968e9|Hast du was verloren?|Spieler in meinem Raum, ich bin misstrauisch
f6a8a7c7|Die Berserker halten ein paar Albs gefangen. Skald weigert sich, mir mehr darüber zu erzählen. Vielleicht bekomme ich von den Berserkern in der Nähe mehr Informationen.|
f6a28bc3|Gehört einem der Berserker. Nicht die beste Waffe, aber nützlich.|
f6a104ef|Tödlich aber effektiv, wenn es um einen explosiven Abgang geht.|
f68fdb25|Letzte Zeilen eines toten Funkers|
f68e8707|Pack das weg!|Erste Warnung, Spieler soll Waffe wegstecken, verärgert
f6861a10|Mit der Waffe bist du besser vorsichtig.|Spieler hat Waffe, ich bin vorsichtig
f68197ad|Zardom|
f67fe06a|Kann mit geeigneten Waffen oder dem Adjutor kombiniert werden.|
f6460a19|Bis später mädels.|NPC verlässt SmallTalk Gruppe
f643e30f|Gut!|Spieler verschwindet aus Haus oder entfernt sich mit gefährlicher Waffe
f641aa46|Junger Schakal|
f63ed171|Meisterlicher Feuerrammer. Vernichtend wie ein Vulkanausbruch.|
f627aaaf|Je blutiger desto besser.|
f625ea15|Schön dich zu sehen.|Du bist mein Freund. Ich habe nix zu sagen
f61ca793|Mit Mördern will ich nichts zu tun haben.|Mit Mördern rede ich nicht. Für Händler
f6077e5e|Falscher Adressat|
f605564f|Kältewert zu hoch.|
f6020012|Meines Feindes Feind|
f6006023|Damit kann man einen Trank herstellen, der normale Wunden heilt.|
f5ffce88|Hectors Truhe|
f5fb262e|Ulfar vermisst einen seiner Männer. Ich soll ihn finden.|
f5fac5ee|Calaans Hammer III|
f5fac5ed|Calaans Hammer II|
f5fac5ec|Calaans Hammer I|
f5fa8241|Schweres Geschütz|
f5e91427|Hocker|
f5e8be04|Herausnehmen|
f5db558b|Komm später wieder.|in StartSayRefuseTalk bei AIMode Sleep
f5d1e971|Reflektor-Kettensäbel III|
f5cc8d8f|Durchlöcher ihn!|
f5bf9153|Energie-Akolythenschwert II|
f5be2edc|Halt! Du wirst hier als Verbrecher gesucht. Melde dich umgehend bei William, wenn du nicht noch mehr Ärger willst.|
f5be00cf|Halt! Du wirst hier als Verbrecher gesucht. Melde dich umgehend bei Reinhold, wenn du nicht noch mehr Ärger willst.|
f5bdef5b|Halt! Du wirst hier als Verbrecher gesucht. Melde dich umgehend bei Ragnar, wenn du nicht noch mehr Ärger willst.|
f5bdde19|Halt! Du wirst hier als Verbrecher gesucht. Melde dich umgehend bei Alois, wenn du nicht noch mehr Ärger willst.|
f5b875ca|Diese Axt ist rostig und stumpf.|
f5afe15e|Im Schleichen stellst du nicht gerade geschickt an.|Spieler schleicht, ich bin misstrauisch
f5aeb9ff|Ulbricht|
f5a87128|Striker und seine Vorhut haben den Auftrag, den geheimen Zugang zu Edan zu überfallen und für die Outlaws einzunehmen. Ich soll ihm bei dem Angriff helfen.|
f5a7f6fc|Bitte lass mich in ruhe, ich will wirklich keinen Ärger.|zweite Warnung, Feigling wird bedroht
f59f3d22|Nein, du hast schon genug Begleiter.|via Infosystem bei versuchtem JoinPlayerParty, was aber nicht mgl. weil Party bereits voll.
f59e14db|Körperschild|
f598a18b|Und Ruhe.|Feind wurde getötet. Nach dem Kampf. (NPC und Mpnster)
f598a18a|Erledigt.|Feind wurde getötet. Nach dem Kampf. (NPC und Monster)
f598a189|Die harte Tour zieht immer.|Feind wurde getötet. Nach dem Kampf. (NPC und Monster)
f58f6b2e|Ich muss ein Druckmittel gegen Kallax finden, damit er sich mir offenbart. Ich muss mit Wardek darüber sprechen.|
f57bb1ee|DECKUNG!|NPC wirft Handgranate (Der Werfer ruft)
f5795531|Ich brauche Hilfe!|NPC ruft nach Hilfe (Coward ruft nach Hilfe weil er nicht angreifen kann)
f571efc0|Cindy hat mir davon berichtet, dass Scrappy ihre Dienste vor nicht allzu langer Zeit gegen besonders reines Zeug in Anspruch genommen hat. Er scheint der Dieb zu sein.|
f565204e|Zerknitterter Zettel|
f562041f|Resistenz Reflektion|
f55d9591||ich werde getroffen - kurzes, hartes Ächzen
f55d9590||ich werde getroffen - kurzes, hartes Ächzen
f55d958f||ich werde getroffen - kurzes, hartes Ächzen
f55d958e||ich werde getroffen - kurzes, hartes Ächzen
f55d958d||ich werde getroffen - kurzes, hartes Ächzen
f5593e6c|Ich habe Alvars Spur verloren, ich sollte Eldur davon berichten.|
f54e4b1f|Cindy hat mir davon berichtet, dass Scrappy ihre Dienste vor nicht allzu langer Zeit gegen besonders reines Zeug in Anspruch genommen hat. Er scheint der Dieb zu sein.|
f54d5b71|Krieg der Maschine|
f54471c0|Sollen diese faulen Ärsche mal selber hier rauskommen. Ist auch kein Zuckerschlecken, Fleisch zu besorgen. Sollen gefälligst meinen Preis bezahlen, ansonsten werden sie verhungern. Die Biester erlegen sich ja auch nicht von selbst. Könnte denen auch einfach ein paar gammelige Mutanten auftischen. Geizhälse.\r\nHab ein bisschen guten Schrott gefunden. Ist mit der Strömung im Fluss gekommen und hat sich an den Steinen verhakt. Ein bisschen nasse Füße konnte ich da riskieren. Den kann ich immerhin an den Müllbaron verkaufen. Wenn der alte Griesgram mich nicht wieder bescheißen will. Dann kann ich Chloes Mädchen vielleicht mal wieder einen Besuch abstatten. Ein gutes Stück Fleisch und die Paar Splitter von Bob sollten hoffentlich reichen. Und dann gibt es auch noch das Kasino. Werde diese trostlose Wildnis mal für eine Weile verlassen.|
f5400eb8|Bin mal weg|
f53d4278|Wiedersehen macht Freude|
f52af23e|So leere Taschen sind mir selten untergekommen.|
f5239713|Lass mich in ruhe du Biest.|erste Warnung, Feigling wird von Monster bedroht
f51c0f3c|Prima Truppe|
f51ba637|Die Überlebenspakete sind unerlässlich, wenn man nicht vor Hunger sterben will.|
f51a1e86|Danke|
f506ac75|Endlich|
f4ff6b0b|Triebwerke starten durch|
f4f9a0b8|Waffenmodus wechseln|
f4f8b246|Natürliches Wachstum|
f4f8b245|Seltene Krankheiten|
f4f624e7|Es gibt drei Wachen, deren Protokolle ich mir ansehen sollte. Xander, die Wache am Haupteingang zum Hort, die Fabrikwache im nördlichen Teil des Lagers und die Grubenwache unterhalb der Kathedrale.|
f4ed365c|Technisches Gerät mit fragwürdiger Funktion.|
f4e3d9fe|Sei Vorsichtig mit dem Kram okay?|Spieler hat gefährliche PSI. -ich bin vorsichtig.
f4cedfdd||
f4cc5445|Nicht zimperlich sein.|Kampfzuschauer, Gegner umkreisen sich
f4cc5444|Mach sie lang!|Kampfzuschauer, Gegner umkreisen sich
f4cc5443|Die kann nichts!|Kampfzuschauer, Gegner umkreisen sich
f4cc5442|Keine Angst, die hat nichts drauf!|Kampfzuschauer, Gegner umkreisen sich
